GTIN,codigo_producto
87819,87819
87820,87820
87821,87821
87822,87822
87823,87823
87824,87824
87825,87825
87826,87826
87827,87827
87828,87828
87829,87829
87830,87830
87831,87831
87832,87832
87833,87833
87834,87834
87835,87835
87836,87836
87837,87837
87838,87838
87839,87839
87840,87840
87841,87841
87842,87842
87843,87843
87844,87844
87845,87845
87846,87846
87847,87847
87848,87848
87849,87849
87850,87850
87851,87851
87852,87852
87853,87853
87854,87854
87855,87855
87856,87856
87857,87857
87858,87858
87859,87859
87860,87860
87861,87861
87862,87862
87863,87863
87864,87864
87865,87865
87866,87866
87867,87867
87868,87868
87869,87869
87870,87870
87871,87871
87872,87872
87873,87873
87874,87874
87875,87875
87876,87876
87877,87877
87878,87878
87879,87879
87880,87880
87881,87881
87882,87882
87883,87883
87884,87884
87885,87885
87886,87886
87887,87887
87888,87888
87889,87889
87890,87890
87891,87891
87892,87892
87893,87893
87894,87894
87895,87895
87896,87896
87897,87897
87898,87898
87899,87899
87900,87900
87901,87901
87902,87902
87903,87903
87904,87904
87905,87905
87906,87906
87907,87907
87908,87908
87909,87909
87910,87910
87911,87911
87912,87912
87913,87913
87914,87914
87915,87915
87916,87916
87917,87917
87918,87918
87919,87919
87920,87920
87921,87921
87922,87922
87923,87923
87924,87924
87925,87925
87926,87926
87927,87927
87928,87928
87929,87929
87930,87930
87931,87931
87932,87932
87933,87933
87934,87934
87935,87935
87936,87936
87937,87937
87938,87938
87939,87939
87940,87940
87941,87941
87942,87942
87943,87943
87944,87944
87945,87945
87946,87946
87947,87947
87948,87948
87949,87949
87950,87950
87951,87951
87952,87952
87953,87953
87954,87954
87955,87955
87956,87956
87957,87957
87958,87958
87959,87959
87960,87960
87961,87961
87962,87962
87963,87963
87964,87964
87965,87965
87966,87966
87967,87967
87968,87968
87969,87969
87970,87970
87971,87971
87972,87972
87973,87973
87974,87974
87975,87975
87976,87976
87977,87977
87978,87978
87979,87979
87980,87980
87981,87981
87982,87982
87983,87983
87984,87984
87985,87985
87986,87986
87987,87987
87988,87988
87989,87989
87990,87990
87991,87991
87992,87992
87993,87993
87994,87994
87995,87995
87996,87996
87997,87997
87998,87998
87999,87999
88000,88000
88001,88001
88002,88002
88003,88003
88004,88004
88005,88005
88006,88006
88007,88007
88008,88008
88009,88009
88010,88010
88011,88011
8801166650472,96490
88012,88012
88013,88013
88014,88014
88015,88015
88016,88016
88017,88017
88018,88018
88019,88019
88020,88020
88021,88021
88022,88022
88023,88023
88025,88025
88026,88026
88027,88027
88028,88028
88029,88029
88030,88030
88031,88031
88032,88032
88033,88033
88034,88034
88035,88035
88036,88036
88037,88037
88038,88038
88039,88039
88040,88040
88041,88041
88042,88042
88043,88043
88044,88044
88045,88045
88046,88046
88047,88047
88048,88048
88049,88049
88050,88050
88051,88051
88052,88052
88053,88053
88054,88054
88055,88055
88056,88056
88057,88057
88058,88058
88059,88059
88060,88060
8806044013752,96507
88061,88061
8806107604798,89679
88062,88062
88063,88063
88064,88064
88065,88065
88066,88066
88067,88067
8806718008954,92265
8806718031938,92309
88068,88068
88069,88069
88070,88070
88071,88071
88072,88072
88073,88073
88074,88074
88075,88075
88076,88076
88077,88077
88078,88078
88079,88079
88080,88080
88081,88081
88082,88082
88083,88083
88084,88084
88085,88085
88086,88086
88087,88087
88088,88088
88089,88089
88090,88090
88091,88091
88092,88092
88093,88093
8809369850248,96417
8809369850255,96420
8809369850323,96419
8809369850361,96423
8809369850415,96416
8809369850439,96421
8809369850491,96422
8809369850545,96418
88094,88094
88095,88095
88097,88097
88098,88098
88099,88099
88100,88100
88101,88101
88102,88102
88103,88103
88104,88104
88105,88105
88106,88106
88107,88107
88108,88108
88109,88109
88110,88110
88111,88111
88112,88112
88113,88113
88114,88114
88115,88115
88116,88116
88117,88117
88118,88118
88119,88119
88120,88120
88121,88121
88122,88122
88123,88123
88124,88124
88125,88125
88126,88126
88127,88127
88128,88128
88129,88129
88130,88130
88131,88131
88132,88132
88133,88133
88134,88134
88135,88135
88136,88136
88137,88137
88138,88138
88139,88139
88140,88140
88141,88141
88142,88142
88143,88143
88144,88144
88145,88145
88146,88146
88147,88147
88148,88148
88149,88149
88150,88150
88151,88151
88152,88152
88153,88153
88154,88154
88155,88155
88156,88156
88157,88157
88158,88158
88159,88159
88161,88161
88162,88162
88163,88163
88164,88164
88165,88165
88166,88166
88167,88167
88168,88168
88169,88169
88170,88170
88171,88171
88172,88172
88173,88173
88174,88174
88175,88175
88176,88176
88177,88177
88178,88178
88179,88179
88180,88180
88181,88181
88182,88182
88183,88183
88184,88184
88185,88185
88186,88186
88187,88187
88188,88188
88189,88189
88190,88190
88191,88191
88192,88192
88193,88193
88194,88194
88195,88195
88196,88196
88197,88197
88198,88198
88199,88199
88200,88200
88201,88201
88202,88202
88203,88203
88204,88204
88205,88205
88206,88206
88207,88207
88208,88208
88209,88209
88210,88210
88211,88211
88212,88212
88213,88213
88214,88214
88215,88215
88216,88216
88217,88217
88218,88218
88219,88219
88220,88220
88221,88221
88222,88222
88223,88223
88224,88224
88225,88225
88226,88226
88227,88227
88228,88228
88229,88229
88230,88230
88231,88231
88232,88232
88233,88233
88234,88234
88235,88235
88236,88236
88237,88237
88238,88238
88239,88239
88240,88240
88241,88241
88242,88242
88243,88243
88244,88244
88245,88245
88246,88246
88247,88247
88248,88248
88249,88249
88250,88250
88251,88251
88252,88252
88253,88253
88254,88254
88255,88255
88256,88256
88257,88257
88258,88258
88259,88259
88260,88260
88261,88261
88262,88262
88263,88263
88264,88264
88265,88265
88266,88266
88267,88267
88268,88268
88269,88269
88270,88270
88271,88271
88272,88272
88273,88273
88274,88274
88275,88275
88276,88276
88277,88277
88278,88278
88279,88279
88280,88280
88281,88281
88282,88282
88283,88283
88284,88284
88285,88285
88286,88286
88287,88287
88288,88288
88289,88289
88290,88290
88291,88291
88293,88293
88294,88294
88295,88295
88296,88296
88297,88297
88298,88298
88299,88299
88300,88300
88301,88301
88302,88302
88303,88303
88304,88304
88305,88305
88306,88306
88307,88307
88308,88308
88309,88309
88310,88310
88311,88311
88312,88312
88313,88313
88314,88314
883140000778,97049
88315,88315
88316,88316
88317,88317
88318,88318
88319,88319
88320,88320
88321,88321
88322,88322
88323,88323
88324,88324
88325,88325
88326,88326
88328,88328
88329,88329
88330,88330
88331,88331
88332,88332
88333,88333
88334,88334
88335,88335
88336,88336
88337,88337
88338,88338
88339,88339
88340,88340
88341,88341
88342,88342
88343,88343
88344,88344
88345,88345
88346,88346
88347,88347
88348,88348
88349,88349
88350,88350
88351,88351
88352,88352
88353,88353
88354,88354
88355,88355
88356,88356
88357,88357
88358,88358
88359,88359
88360,88360
88361,88361
88362,88362
88363,88363
88364,88364
88365,88365
88366,88366
88367,88367
88368,88368
88369,88369
88370,88370
88371,88371
88372,88372
88373,88373
88374,88374
88375,88375
88376,88376
88377,88377
88378,88378
88379,88379
88380,88380
88381,88381
88382,88382
88383,88383
88384,88384
88385,88385
88386,88386
88387,88387
88388,88388
88389,88389
88390,88390
88391,88391
88392,88392
88393,88393
88394,88394
88395,88395
88396,88396
88397,88397
88398,88398
88399,88399
88400,88400
88401,88401
88402,88402
88403,88403
88404,88404
88405,88405
88406,88406
88407,88407
88408,88408
88409,88409
88410,88410
88411,88411
88412,88412
88413,88413
88414,88414
88415,88415
88416,88416
88417,88417
88418,88418
88419,88419
88420,88420
88421,88421
88422,88422
88423,88423
88424,88424
88425,88425
88426,88426
88427,88427
88428,88428
88429,88429
88430,88430
88431,88431
88432,88432
88433,88433
88434,88434
88435,88435
88436,88436
88437,88437
88438,88438
88439,88439
88440,88440
88441,88441
88442,88442
88443,88443
88444,88444
88445,88445
88446,88446
88447,88447
88448,88448
88449,88449
88450,88450
88451,88451
88452,88452
88453,88453
88454,88454
88455,88455
88456,88456
88457,88457
88458,88458
88459,88459
88460,88460
88461,88461
88462,88462
88463,88463
88464,88464
88465,88465
88466,88466
88467,88467
88468,88468
88469,88469
88470,88470
88471,88471
88472,88472
88473,88473
88474,88474
88475,88475
88476,88476
88477,88477
88478,88478
88479,88479
88480,88480
88481,88481
88482,88482
88483,88483
88484,88484
88485,88485
88486,88486
88487,88487
88488,88488
88489,88489
88490,88490
88491,88491
88492,88492
88493,88493
88494,88494
88495,88495
88496,88496
88497,88497
88498,88498
88499,88499
88500,88500
88501,88501
88502,88502
88503,88503
88504,88504
88505,88505
88506,88506
88507,88507
8850769011975,95100
8850769011982,91645
8850769012019,98333
8850769012996,97537
8850769020359,98940
8850769020502,98334
8850769024203,97690
8850769025262,98941
88508,88508
88509,88509
88510,88510
88511,88511
88512,88512
88513,88513
88514,88514
88515,88515
88516,88516
88517,88517
88518,88518
88519,88519
88520,88520
88521,88521
88522,88522
88523,88523
88524,88524
88525,88525
88526,88526
88527,88527
88528,88528
88529,88529
8852961008944,92585
8852961011524,94512
8852961011890,93936
8852961011913,94942
8852961019599,92585
8852961019605,96723
88530,88530
88531,88531
88532,88532
88533,88533
88534,88534
88535,88535
88536,88536
88537,88537
88538,88538
88539,88539
88540,88540
88541,88541
88542,88542
88543,88543
88544,88544
88545,88545
88546,88546
88547,88547
88548,88548
88549,88549
88550,88550
88551,88551
88552,88552
88553,88553
88554,88554
88555,88555
88556,88556
88557,88557
88558,88558
88559,88559
88560,88560
88561,88561
88562,88562
88563,88563
88564,88564
88565,88565
88566,88566
88567,88567
88568,88568
88569,88569
88570,88570
88571,88571
88572,88572
88573,88573
88574,88574
88575,88575
88576,88576
88577,88577
88578,88578
88579,88579
88580,88580
88581,88581
88582,88582
88583,88583
88584,88584
88585,88585
88586,88586
88587,88587
88588,88588
88589,88589
88590,88590
88591,88591
8859130608042,89643
8859130608059,83628
88592,88592
88593,88593
88594,88594
88595,88595
88596,88596
88597,88597
88598,88598
88599,88599
88600,88600
88601,88601
88602,88602
88603,88603
88604,88604
88605,88605
88606,88606
88607,88607
88608,88608
88609,88609
88610,88610
88611,88611
88612,88612
88613,88613
88614,88614
88615,88615
88616,88616
88617,88617
88618,88618
88619,88619
88620,88620
88621,88621
88622,88622
88623,88623
88624,88624
88625,88625
88626,88626
88627,88627
88628,88628
88629,88629
88630,88630
88631,88631
88632,88632
88633,88633
88634,88634
88635,88635
88636,88636
88637,88637
88638,88638
88639,88639
88640,88640
88641,88641
88642,88642
88643,88643
88644,88644
88645,88645
88646,88646
88647,88647
88648,88648
88649,88649
88650,88650
88651,88651
88652,88652
88653,88653
88654,88654
88655,88655
88656,88656
88657,88657
88658,88658
88659,88659
88660,88660
88661,88661
88662,88662
88663,88663
88664,88664
88665,88665
88666,88666
88667,88667
88668,88668
88669,88669
88670,88670
88671,88671
88672,88672
88673,88673
88674,88674
88675,88675
88676,88676
88677,88677
88678,88678
88679,88679
88680,88680
88681,88681
88682,88682
88683,88683
88684,88684
88685,88685
88686,88686
88687,88687
88688,88688
88689,88689
88690,88690
88691,88691
88692,88692
88693,88693
88694,88694
88695,88695
88696,88696
88697,88697
88698,88698
88699,88699
88700,88700
88701,88701
88702,88702
88703,88703
88704,88704
88705,88705
88706,88706
88707,88707
88708,88708
88709,88709
88710,88710
88711,88711
88712,88712
88713,88713
88714,88714
88715,88715
88716,88716
88717,88717
88718,88718
88719,88719
88720,88720
88721,88721
88722,88722
88723,88723
88724,88724
88725,88725
88726,88726
88727,88727
88728,88728
88729,88729
88730,88730
88731,88731
88732,88732
88733,88733
88734,88734
88735,88735
88736,88736
88737,88737
88738,88738
88739,88739
88740,88740
88741,88741
88742,88742
88743,88743
88744,88744
88745,88745
88746,88746
88747,88747
88748,88748
88749,88749
88750,88750
88751,88751
88752,88752
88753,88753
88754,88754
88755,88755
88756,88756
88757,88757
88758,88758
88759,88759
88760,88760
88761,88761
88762,88762
88763,88763
88764,88764
88765,88765
88767,88767
88768,88768
88769,88769
88770,88770
88771,88771
88772,88772
88773,88773
88774,88774
88775,88775
88776,88776
88777,88777
88778,88778
88779,88779
88780,88780
88781,88781
88782,88782
88783,88783
88784,88784
88785,88785
88786,88786
88787,88787
88788,88788
88789,88789
88790,88790
88791,88791
88792,88792
88793,88793
88794,88794
88795,88795
88796,88796
88797,88797
88798,88798
88800,88800
88801,88801
88802,88802
88803,88803
88804,88804
88805,88805
88806,88806
88807,88807
88808,88808
88809,88809
88810,88810
88811,88811
88812,88812
88814,88814
88815,88815
88816,88816
88817,88817
88818,88818
88819,88819
88820,88820
88821,88821
88822,88822
88823,88823
88824,88824
88825,88825
88826,88826
88827,88827
88828,88828
88829,88829
88830,88830
88831,88831
88832,88832
88833,88833
88834,88834
88835,88835
88836,88836
88837,88837
88838,88838
88839,88839
88840,88840
88841,88841
88842,88842
88843,88843
88844,88844
88845,88845
88846,88846
88847,88847
88848,88848
88849,88849
88850,88850
88851,88851
88852,88852
88853,88853
88854,88854
88855,88855
88856,88856
88857,88857
88858,88858
88859,88859
88860,88860
88861,88861
88862,88862
88863,88863
88864,88864
8886451000989,89155
8886451000996,89167
8886451001009,82489
8886451001016,87103
8886451005304,95805
8886451005618,95757
8886451005724,95882
8886451007155,96873
8886451007995,95805
8886451008718,98759
8886451010056,89155
8886451011275,89167
8886451018038,89694
88865,88865
88866,88866
88867,88867
88868,88868
88869,88869
88870,88870
88871,88871
88872,88872
88873,88873
88874,88874
88875,88875
88876,88876
88877,88877
88878,88878
88879,88879
88880,88880
88881,88881
88882,88882
88883,88883
88884,88884
88885,88885
88886,88886
88887,88887
88888,88888
88889,88889
88890,88890
88891,88891
88892,88892
88893,88893
88894,88894
88895,88895
88896,88896
88897,88897
88898,88898
88899,88899
88900,88900
88901,88901
88902,88902
88903,88903
88904,88904
88905,88905
88906,88906
88907,88907
88908,88908
88909,88909
88910,88910
88911,88911
88912,88912
88913,88913
88914,88914
88915,88915
88916,88916
88917,88917
88918,88918
88919,88919
88920,88920
88921,88921
88922,88922
88923,88923
88924,88924
88925,88925
88926,88926
88927,88927
88928,88928
88929,88929
88930,88930
88931,88931
88933,88933
88934,88934
88935,88935
88936,88936
88937,88937
88938,88938
88939,88939
88940,88940
88941,88941
88942,88942
88943,88943
88944,88944
88945,88945
88946,88946
88947,88947
88948,88948
88949,88949
88950,88950
88951,88951
88952,88952
88953,88953
88954,88954
88955,88955
88956,88956
88957,88957
88958,88958
88959,88959
88960,88960
88961,88961
88963,88963
88964,88964
88965,88965
88966,88966
88967,88967
88968,88968
88969,88969
88970,88970
88971,88971
88972,88972
88973,88973
88974,88974
88975,88975
88976,88976
88977,88977
88978,88978
88979,88979
88980,88980
88981,88981
88982,88982
88983,88983
88984,88984
88985,88985
88986,88986
88987,88987
88988,88988
88989,88989
88990,88990
88991,88991
88992,88992
88993,88993
88994,88994
88995,88995
88996,88996
88997,88997
88998,88998
88999,88999
89000,89000
89001,89001
89002,89002
89003,89003
89004,89004
89005,89005
89006,89006
89007,89007
89008,89008
89009,89009
89010,89010
8901079006097,91465
8901079006547,98229
8901079017499,98651
8901079017536,98650
8901079017543,98002
8901079018281,92480
89011,89011
8901114003005,98039
8901117105515,96144
8901127005119,93820
8901127005638,95553
8901127007199,91092
8901127007205,91868
8901127008233,93423
8901127009247,91469
8901127009490,96768
8901127010922,96987
8901127011363,91472
8901127011585,92169
8901127012735,96787
8901127017242,91476
8901127018430,98058
8901127022703,97668
8901127033013,96721
8901127037127,98902
8901138011000,93034
8901138100629,93033
8901138500719,91916
8901138505974,98578
8901138506513,93036
8901138712204,98579
8901138824822,93035
89012,89012
8901296011256,97667
8901296015261,98115
8901296043776,94742
8901296043783,95655
8901296046401,93803
8901296046418,93824
8901296053072,97991
8901296056677,91479
8901296056691,91804
8901296300794,93819
8901296302576,97703
8901296302941,93820
89013,89013
89014,89014
8901463128046,98616
89015,89015
89016,89016
89017,89017
8901790714509,97217
89018,89018
89019,89019
89020,89020
8902031803730,94027
89021,89021
89022,89022
89023,89023
8902319011598,98877
8902319011604,97789
8902319028350,98448
8902319031961,97581
8902319070045,96521
8902319070052,96537
8902319121181,97789
8902382230018,95122
8902396022128,95901
89024,89024
89025,89025
89026,89026
89027,89027
89028,89028
89029,89029
89030,89030
89031,89031
89032,89032
89033,89033
89034,89034
89035,89035
89036,89036
89037,89037
8903703009627,96471
89038,89038
8903840007555,92256
8903840009849,98689
89039,89039
89040,89040
8904091101597,91343
8904091101610,90187
8904091102808,91534
8904091103300,90617
8904091103607,90042
8904091103850,92613
8904091106011,93705
8904091109418,92970
8904091110032,95884
8904091113613,89771
8904091119837,91798
8904091123636,95699
8904091124282,95698
8904091133338,96942
8904091135134,93085
8904091146215,90043
8904091146611,95697
8904091149216,90573
8904091150441,90213
8904091183425,92848
8904091183432,92806
8904091184477,92482
8904091184545,92041
8904091184552,92040
8904091191666,98101
8904092908843,94975
89041,89041
8904102202794,94025
8904102204279,96056
8904102204729,95289
8904102205399,96548
8904102205412,97574
8904102205467,97704
8904102205511,97571
8904112512371,92660
8904112512388,92661
8904112512708,93611
8904112512715,91261
8904112513439,94851
8904112514276,97839
8904112514436,98758
8904112520956,93609
8904112520970,93608
8904112521410,98228
8904112521458,97454
8904112521564,98056
8904112521588,93946
8904151826170,97384
8904151826187,98411
8904159611211,96240
8904159611235,86754
8904159611303,96451
8904159612324,94047
8904159612331,94023
8904159612843,95600
8904159613949,03400
8904159622644,97979
8904159622651,97980
8904159628073,95058
8904159628288,97662
8904159628394,97745
8904159671574,97944
8904159675480,97978
8904159675497,97981
8904159677446,98606
8904180900438,92662
8904180900445,93612
8904180901107,98114
8904180901121,96994
8904180901138,96627
8904180902487,96724
8904180913490,97993
8904182012429,98615
8904185600005,98797
8904185600128,98258
89042,89042
8904242400258,91384
8904242400265,91261
8904242400272,93611
8904242400289,92718
8904242400296,92820
8904242400302,98725
8904242400326,91305
8904242400333,97479
8904242400340,93574
8904242400364,98474
8904242400609,98190
89043,89043
8904324900164,96626
8904324900171,96599
8904324900362,92129
8904324900379,92720
8904324900539,97670
8904324900614,96508
8904324905169,96600
8904324905176,97490
8904324905909,97996
8904324906197,98754
89044,89044
89045,89045
89046,89046
89047,89047
89048,89048
89049,89049
89050,89050
8905013002503,97573
89051,89051
89052,89052
89053,89053
89054,89054
89055,89055
89056,89056
89057,89057
89058,89058
89059,89059
89060,89060
8906000020463,95441
8906000020470,94844
8906014102438,85750
8906044954267,96198
8906045625937,97684
8906046200607,97995
8906046202755,94850
8906046202830,97674
8906061481784,98135
89061,89061
8906101920778,95494
8906101920945,96388
8906101921034,97572
8906101924684,96328
89062,89062
89063,89063
89064,89064
89065,89065
89066,89066
89067,89067
89068,89068
89069,89069
89070,89070
89071,89071
89072,89072
89073,89073
89074,89074
89075,89075
89076,89076
8907695035114,95694
89077,89077
89078,89078
89079,89079
89080,89080
8908000432291,92129
8908000432307,92720
8908000435025,93610
8908002671032,90858
8908002671131,90731
8908002671797,93995
8908006740246,96617
8908006740680,98542
89081,89081
89082,89082
89083,89083
89084,89084
89085,89085
89086,89086
89087,89087
89088,89088
89089,89089
89090,89090
89091,89091
89093,89093
89094,89094
89095,89095
89096,89096
89097,89097
89098,89098
89099,89099
89100,89100
89101,89101
891019002037,90953
89102,89102
89103,89103
89104,89104
89105,89105
89106,89106
89107,89107
89108,89108
89110,89110
89111,89111
89112,89112
89113,89113
89114,89114
89115,89115
89116,89116
89117,89117
89118,89118
89119,89119
89120,89120
89121,89121
89122,89122
89123,89123
89124,89124
89125,89125
89126,89126
89127,89127
89128,89128
89129,89129
89130,89130
89131,89131
89132,89132
89133,89133
89134,89134
89135,89135
89136,89136
89137,89137
89138,89138
89139,89139
89140,89140
89141,89141
89142,89142
89143,89143
89144,89144
89145,89145
89146,89146
89147,89147
89148,89148
89149,89149
89150,89150
89151,89151
89152,89152
89153,89153
89154,89154
89155,89155
89156,89156
89157,89157
89158,89158
89159,89159
89160,89160
89161,89161
89162,89162
89163,89163
89164,89164
89165,89165
89166,89166
89167,89167
89168,89168
89169,89169
89170,89170
89171,89171
89172,89172
89173,89173
89174,89174
89175,89175
89176,89176
89177,89177
89178,89178
89179,89179
89180,89180
89181,89181
89182,89182
89183,89183
89184,89184
89185,89185
89186,89186
89188,89188
89189,89189
89190,89190
89191,89191
89192,89192
89193,89193
89194,89194
89195,89195
89196,89196
89197,89197
89198,89198
89199,89199
89200,89200
89201,89201
89202,89202
89203,89203
89204,89204
89205,89205
89206,89206
89207,89207
89208,89208
89209,89209
89210,89210
89211,89211
89212,89212
89213,89213
89214,89214
89215,89215
89216,89216
89217,89217
89218,89218
89219,89219
89220,89220
89221,89221
89222,89222
89223,89223
89224,89224
89225,89225
89226,89226
89227,89227
89228,89228
89229,89229
89230,89230
89231,89231
89232,89232
89233,89233
89234,89234
89235,89235
89236,89236
89237,89237
89238,89238
89239,89239
89240,89240
89241,89241
89242,89242
89243,89243
89244,89244
89245,89245
89246,89246
89247,89247
89248,89248
89249,89249
89250,89250
89251,89251
89252,89252
89253,89253
89254,89254
89255,89255
89256,89256
89257,89257
89258,89258
89259,89259
89260,89260
89261,89261
89262,89262
89263,89263
89264,89264
89265,89265
89266,89266
89267,89267
89268,89268
89269,89269
89270,89270
89271,89271
89272,89272
89273,89273
89274,89274
89275,89275
89276,89276
89277,89277
89278,89278
89279,89279
89280,89280
89281,89281
89282,89282
89283,89283
89284,89284
89285,89285
89286,89286
89287,89287
89288,89288
89289,89289
89290,89290
89291,89291
89292,89292
89293,89293
89294,89294
89295,89295
89296,89296
89297,89297
89298,89298
89299,89299
89300,89300
89301,89301
89302,89302
89303,89303
89304,89304
89305,89305
89306,89306
89307,89307
89308,89308
89309,89309
89310,89310
89311,89311
89312,89312
89313,89313
89314,89314
89315,89315
89316,89316
89317,89317
89318,89318
89319,89319
89320,89320
89321,89321
89322,89322
89323,89323
89324,89324
89325,89325
89326,89326
89327,89327
89328,89328
89329,89329
89330,89330
89331,89331
89332,89332
89333,89333
89334,89334
89335,89335
89336,89336
89337,89337
89338,89338
89339,89339
89340,89340
89341,89341
89342,89342
89343,89343
89344,89344
89345,89345
89346,89346
89347,89347
89348,89348
89349,89349
89350,89350
89351,89351
89352,89352
89353,89353
89354,89354
89355,89355
89356,89356
89357,89357
89358,89358
89359,89359
89360,89360
8936075730165,97707
89361,89361
89362,89362
8936218616240,98810
89363,89363
89364,89364
89365,89365
89366,89366
89367,89367
89368,89368
89369,89369
89370,89370
89371,89371
89372,89372
89373,89373
89374,89374
89375,89375
89376,89376
89377,89377
89378,89378
89379,89379
89380,89380
89381,89381
89382,89382
89383,89383
89384,89384
89385,89385
89386,89386
89387,89387
89388,89388
89389,89389
89390,89390
89391,89391
89392,89392
89394,89394
89395,89395
89396,89396
89397,89397
89398,89398
89399,89399
89400,89400
89401,89401
89402,89402
89404,89404
89405,89405
89406,89406
89407,89407
89408,89408
89409,89409
89410,89410
89411,89411
89412,89412
89413,89413
89414,89414
89415,89415
89416,89416
89417,89417
89418,89418
89419,89419
89420,89420
89421,89421
89422,89422
89423,89423
89424,89424
89426,89426
89427,89427
89428,89428
89429,89429
89430,89430
89431,89431
89432,89432
89433,89433
89434,89434
89435,89435
89436,89436
89437,89437
89438,89438
89439,89439
89440,89440
89441,89441
89442,89442
89443,89443
89444,89444
89445,89445
89446,89446
89447,89447
89448,89448
89449,89449
89450,89450
89451,89451
89452,89452
89453,89453
89454,89454
89455,89455
89456,89456
89457,89457
89458,89458
89459,89459
89460,89460
89461,89461
89462,89462
89463,89463
89464,89464
89465,89465
89466,89466
89467,89467
89468,89468
89469,89469
89470,89470
89471,89471
89472,89472
89473,89473
89474,89474
89475,89475
89476,89476
89477,89477
89478,89478
89479,89479
89480,89480
89481,89481
89482,89482
89483,89483
89484,89484
89485,89485
89486,89486
89487,89487
89488,89488
89489,89489
89490,89490
89491,89491
89492,89492
89493,89493
89494,89494
89495,89495
89496,89496
89497,89497
89498,89498
89499,89499
89500,89500
89501,89501
89502,89502
89503,89503
89504,89504
89505,89505
89506,89506
89507,89507
89508,89508
89509,89509
89510,89510
89511,89511
89512,89512
89513,89513
89514,89514
89515,89515
89516,89516
89517,89517
89518,89518
89519,89519
89520,89520
89521,89521
89522,89522
89523,89523
89524,89524
89525,89525
89526,89526
89527,89527
89528,89528
89529,89529
89530,89530
89531,89531
89532,89532
89533,89533
89534,89534
89535,89535
89536,89536
89537,89537
89538,89538
89539,89539
89540,89540
89541,89541
89542,89542
89543,89543
89544,89544
89545,89545
89546,89546
89547,89547
89548,89548
89549,89549
89550,89550
89551,89551
89552,89552
89553,89553
89554,89554
89555,89555
89556,89556
89557,89557
89558,89558
89559,89559
89560,89560
89561,89561
89562,89562
89563,89563
89564,89564
89565,89565
89566,89566
89567,89567
89568,89568
89569,89569
89570,89570
89571,89571
89572,89572
89573,89573
89574,89574
89575,89575
89576,89576
89577,89577
89578,89578
89579,89579
89580,89580
89581,89581
89582,89582
89583,89583
89584,89584
89585,89585
89586,89586
89587,89587
89588,89588
89589,89589
89590,89590
89591,89591
89592,89592
89593,89593
89594,89594
89595,89595
89596,89596
89597,89597
89598,89598
89599,89599
89600,89600
89601,89601
89602,89602
89603,89603
89604,89604
89605,89605
89606,89606
89607,89607
89608,89608
89609,89609
89610,89610
89611,89611
89612,89612
89613,89613
89614,89614
89615,89615
89616,89616
89617,89617
89618,89618
89619,89619
89620,89620
89621,89621
89622,89622
89623,89623
89624,89624
89625,89625
89626,89626
89627,89627
89628,89628
89629,89629
89630,89630
89631,89631
89632,89632
89633,89633
89634,89634
89635,89635
89636,89636
89637,89637
89638,89638
89639,89639
89640,89640
89641,89641
89642,89642
89643,89643
89644,89644
89645,89645
89646,89646
89647,89647
89648,89648
89649,89649
89650,89650
89651,89651
89652,89652
89653,89653
89654,89654
89655,89655
89656,89656
89657,89657
89658,89658
89659,89659
89660,89660
89661,89661
89662,89662
89663,89663
89664,89664
89665,89665
89666,89666
89667,89667
89668,89668
89669,89669
89670,89670
89671,89671
89672,89672
89673,89673
89674,89674
89675,89675
89676,89676
89677,89677
89678,89678
89679,89679
89680,89680
89681,89681
89682,89682
89683,89683
89684,89684
89685,89685
89686,89686
89687,89687
89688,89688
89689,89689
89690,89690
89691,89691
89692,89692
89693,89693
89694,89694
89695,89695
89696,89696
89697,89697
89698,89698
89699,89699
89700,89700
89701,89701
89702,89702
89703,89703
89704,89704
89705,89705
89706,89706
89707,89707
89708,89708
89709,89709
89710,89710
89711,89711
89712,89712
89713,89713
89714,89714
89715,89715
89716,89716
89717,89717
89718,89718
89719,89719
89720,89720
89721,89721
89722,89722
89723,89723
89724,89724
89725,89725
89726,89726
89727,89727
89728,89728
89729,89729
89730,89730
89731,89731
89732,89732
89733,89733
89734,89734
89735,89735
89736,89736
89737,89737
89738,89738
89739,89739
89740,89740
89741,89741
89742,89742
89743,89743
89744,89744
89745,89745
89746,89746
89747,89747
89748,89748
89749,89749
89750,89750
89751,89751
89752,89752
89753,89753
89754,89754
89755,89755
89756,89756
89757,89757
89758,89758
89759,89759
89760,89760
89761,89761
89762,89762
89763,89763
89764,89764
89765,89765
89766,89766
89767,89767
89768,89768
89769,89769
89770,89770
89771,89771
89772,89772
89773,89773
89774,89774
89775,89775
89776,89776
89777,89777
89778,89778
89779,89779
89780,89780
89781,89781
89782,89782
89783,89783
89784,89784
89785,89785
89786,89786
89787,89787
89788,89788
89789,89789
89790,89790
89791,89791
89792,89792
89793,89793
89794,89794
89795,89795
89796,89796
89797,89797
89798,89798
89799,89799
89800,89800
89801,89801
89802,89802
89803,89803
89804,89804
89805,89805
89806,89806
89807,89807
89808,89808
89809,89809
89810,89810
89811,89811
89812,89812
89813,89813
89814,89814
89815,89815
89816,89816
89817,89817
89818,89818
89819,89819
89820,89820
89821,89821
89822,89822
89823,89823
89824,89824
89825,89825
89826,89826
89827,89827
89828,89828
89829,89829
89830,89830
89831,89831
89832,89832
